Lfd. Nr.;Relevent WP years;FGE;series;Fangort bzw. Strom km;Habitat;Fangdatum;Toetungs-datum;Bearbeitungs-datum;Fangmonat;Fangjahr;Quartal;gear;Masse (g) gemessen;Laenge (cm) gemessen;G/B;Kopf;Neuromast;Auge v (mm);Auge h (mm);Brustfl.  (mm);Fett (%-Fatmeter Eel-1, ggf. korrigiert (aus eel-2?));Fett (%, Eel-2);Fett (%, keine Angabe des Programms) ;Otolithen;Sex;Leber (g);Eingeweide (g);Gonadengewicht (g);Schwimmblase (binär);Gewicht Schwimmblase (g);Galle (binär);Muskel;Hirn;TK;representative ;Bemerkungen;Wissenschaftler/Protokollant;Lagerung;Hälterung;Extra ID (Polen ID, Florian Id);Fett % (Labor);Fett (% hinter Anus);Muskel (binär);Muskelgewicht (g);DNA /Gewebeprobe (binär);Fettbeprobung (binär);Vollbeprobung;Leber Histo #;Blut Nr. ;Length (mm)  corrected;Length (cm) corrected;Length class (1cm);Length class (2cm);Length class (5cm);Length class (10cm);Mass (g) corrected;eye_diam_avg ;S1;SF2;SF3;SF4;SF5;SM2 (6);Stage (s.i.);Y/S nach Durif;Pankhurst ;Y/S nach Pankhurst;GSI;HSI;Age (y);Quality of age reading;PCB  (pg TEQ/g ww);Quecksilber Muskel (µg/kg ww);Quecksilber Leber;Pb Muskel (µg/kg dw) ;Cd Muskel (µg/kg dw);PAHs Pyr/380 (regional);PAHs Pyr/ml (physiologisch);A380;EROD;GST;Pseudodactylogyrus (n gesamt);Anguillicola cr. (n gesamt);Hartmannklasse
6186;before 2020;Schlei/Trave;Schlei;Mittelschlei-Boknis;M;19.09.2019;NP;04.11.2019;9;2019;4;Aalreuse;153.1;44;NA;NA;NA;4.8;6.6;18.2;11.9;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;M.F.;NA;NA;;;;;;;;;;;440;44;44;44;40;40;153.1;5.7;71.46;71.73;68.17;58.45;61.87;68.22;2;y;5.799451438;y;#WERT!;#WERT!;;;;;;;;;;;;;;;
6187;before 2020;Schlei/Trave;Schlei;Mittelschlei-Boknis;M;19.09.2019;NP;04.11.2019;9;2019;4;Aalreuse;115.4;38;NA;NA;NA;6.1;6.8;18.7;21.6;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;M.F.;NA;NA;;;;;;;;;;;380;38;38;38;35;30;115.4;6.45;65.47;64.67;63.58;59.00;62.77;71.84;6;sm;8.598559761;s;#WERT!;#WERT!;;;;;;;;;;;;;;;
6188;before 2020;Schlei/Trave;Schlei;Hestholm-Geelerweg;M;25.09.2019;NP;28.11.2019;9;2019;4;Zugnetz (Waade);175.7;42;NA;NA;NA;5.7;5.7;17.7;19.3;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;M.F.;NA;NA;;;;;;;;;;;420;42;42;42;40;40;175.7;5.7;63.87;62.77;59.11;51.14;53.05;61.43;1;y;6.075615793;y;#WERT!;#WERT!;;;;;;;;;;;;;;;
6189;before 2020;Schlei/Trave;Schlei;Hestholm-Geelerweg;M;25.09.2019;NP;28.11.2019;9;2019;4;Zugnetz (Waade);158.6;43;NA;NA;NA;4.4;5.2;19;9.2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;M.F.;NA;NA;;;;;;;;;;;430;43;43;42;40;40;158.6;4.8;63.94;62.89;57.42;45.72;48.90;55.86;1;y;4.20827295;y;#WERT!;#WERT!;;;;;;;;;;;;;;;
6190;before 2020;Schlei/Trave;Schlei;Hestholm-Geelerweg;M;25.09.2019;NP;28.11.2019;9;2019;4;Zugnetz (Waade);162.7;45;NA;NA;NA;4.7;6.3;17;11.5;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Auge re gemessen, Auge li verletzt;M.F.;NA;NA;;;;;;;;;;;450;45;45;44;45;40;162.7;5.5;70.99;71.06;66.51;55.72;58.30;64.87;2;y;5.279620987;y;#WERT!;#WERT!;;;;;;;;;;;;;;;
6191;before 2020;Schlei/Trave;Schlei;Hestholm-Geelerweg;M;25.09.2019;NP;28.11.2019;9;2019;4;Zugnetz (Waade);149.7;44;NA;NA;NA;4.7;6;18.4;9.4;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;M.F.;NA;NA;;;;;;;;;;;440;44;44;44;40;40;149.7;5.35;70.01;70.01;65.65;54.78;58.32;64.60;2;y;5.109104303;y;#WERT!;#WERT!;;;;;;;;;;;;;;;
6192;before 2020;Schlei/Trave;Schlei;Hestholm-Geelerweg;M;25.09.2019;NP;28.11.2019;9;2019;4;Zugnetz (Waade);161.5;42;NA;NA;NA;4;6.1;16.9;18.5;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;M.F.;NA;NA;;;;;;;;;;;420;42;42;42;40;40;161.5;5.05;61.31;59.57;54.05;43.70;45.39;54.10;1;y;4.768956348;y;#WERT!;#WERT!;;;;;;;;;;;;;;;
6193;before 2020;Schlei/Trave;Schlei;Hestholm-Geelerweg;M;25.09.2019;NP;28.11.2019;9;2019;4;Zugnetz (Waade);122.7;39;NA;NA;NA;3.8;4.7;14.7;11.2;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1+ ein halber Otholit;M.F.;NA;NA;;;;;;;;;;;390;39;39;38;35;30;122.7;4.25;52.45;48.69;40.69;28.70;29.40;40.70;1;y;3.637501109;y;#WERT!;#WERT!;;;;;;;;;;;;;;;
6194;before 2020;Schlei/Trave;Schlei;Hestholm-Geelerweg;M;25.09.2019;NP;28.11.2019;9;2019;4;Zugnetz (Waade);196;44;NA;NA;NA;4.5;6.1;16.7;15.7;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;M.F.;NA;NA;;;;;;;;;;;440;44;44;44;40;40;196;5.3;63.68;62.46;57.31;47.31;48.30;56.41;1;y;5.014053275;y;#WERT!;#WERT!;;;;;;;;;;;;;;;
6195;before 2020;Schlei/Trave;Schlei;Hestholm-Geelerweg;M;25.09.2019;NP;28.11.2019;9;2019;4;Zugnetz (Waade);211.8;44;NA;NA;NA;4.9;6.1;18.3;19.1;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;M.F.;NA;NA;;;;;;;;;;;440;44;44;44;40;40;211.8;5.5;64.07;63.15;59.01;50.09;51.57;59.10;1;y;5.399612373;y;#WERT!;#WERT!;;;;;;;;;;;;;;;
6196;before 2020;Schlei/Trave;Schlei;Hestholm-Geelerweg;M;25.09.2019;NP;28.11.2019;9;2019;4;Zugnetz (Waade);196.2;47;NA;NA;NA;4.4;5.5;18.5;15;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;;M.F.;NA;NA;;;;;;;;;;;470;47;47;46;45;40;196.2;4.95;70.09;70.21;64.62;51.78;54.44;59.73;2;y;4.094514574;y;#WERT!;#WERT!;;;;;;;;;;;;;;;
